term,coefficient,std_error,p_value,significant,r2,n
Intercept,417.49232436912484,403.17560313299236,0.30220353810540107,False,0.5934708339573838,150
pm25,8.243028819342065,7.268441973582183,0.2586834636516915,False,0.5934708339573838,150
log_pop,-25.365900761637874,22.47552834777204,0.26098284638076097,False,0.5934708339573838,150
c0,544.7788471774044,419.8929294177763,0.19660432818551696,False,0.5934708339573838,150
c1,144.4452550109584,681.4733135824807,0.8324441309743161,False,0.5934708339573838,150
c3,1734.8647572905866,480.7427131922413,0.00042651079759787203,True,0.5934708339573838,150
pm25_x_c0,-9.30224783541837,8.807532487054331,0.292697017402832,False,0.5934708339573838,150
pm25_x_c1,-3.8355729606390456,9.169794409692743,0.6763762882140129,False,0.5934708339573838,150
pm25_x_c3,-6.754705379042452,9.160438791121045,0.46211785531679633,False,0.5934708339573838,150
